text,label
Is not there a stray in the line 10 TimeUnit SECONDS,0
Why this line here,0
look on the line above also checked when reading the config,0
when using one parameter per line it is preferred to start the first one on a new line,0
Yes no extra line there either,0
Ideally line breaks should be done virtually by formatting in your editor Since that is not the case I do not think we should sacrifice readability for people using unix terminals 120 is a good modern limit,0
it looks like you have some auto line break setting that does not match our conventions 120 char lines are ok,0
that was a strange link conversion it starts on line 203,0
This line does not do anything,0
Does this empty line somehow contain secret information is it some side channel 429 what do these primes tell us,0
This line makes 0 sense to me,0
And the line you are commenting on does not make sense,0
Can you change your commit message to match the usual Akka conventions,0
this formatting looks a bit surprising parenthesis structure I would suggest keeping all of createInstanceFor on the first line and start the next with recover,0
this if else has somewhat misleading formatting,0
of course you do not need to undo these formatting changes,0
I would add some indentation of the whole config and fix formatting of next line,0
use the logging formatting instead,0
I think I messed that up Later on the reformatting did not do this,0
wrong the changes are probably some auto formatting thing in IntelliJ,0
automatic formatting perhaps,0
I assumed so and I did not pay that much attention to formatting,0
I could not find anything about reformatting MDC values so this will just print a mildly meaningless 10 digit number What we can do is to print the time of day in UTC side stepping the expensive calendar formatting issues This will usually be well correlated with the SLF4J timestamp because the delay between the generation of the Event and the call to log should not be that long,0
True but I do not want to waste CPU formatting something that might not be used and then the user can not really reformat easily,0
is this formatting looking good,0
this is an automatic formatting by scalariform in eclipse only when there is,0
I thought I had done that but some reformatting or automatic importing must have messed it up again Will fix,0
LGTM apart from some formatting,0
Added documentation and fixed formatting,0
LGTM apart from the formatting,0
Apart from formatting LGTM,0
Could you revert this formatting change,0
Nice formatting change Should switch to the FSMDocTest approach because that still leaks when tests fail,0
this file should have worked without reformatting as far as I can see reformatting it is fine but want to be sure you did not reformat because the parser was upset about the original,0
ouch I blame my scrapped Eclipse workspace for losing this piece of configuration,0
we have those to be able to run tests directly inside Eclipse when the scalatests runner is working we will remove all of them,0
yes it looks a lot more funny outside of Eclipse,0
imports at top of file is normally something I just want the IDE to take care of and Eclipse does not do this kind of multi import but I have changed it for you,0
Are you gonna blame Eclipse for this hideous indentation,0
eclipse formatting due to the,0
eclipse scalariform will reformat this line because of the,0
looks magic and fragile and eclipse does not understand it but if it is not possible then just ignore my comment,0
Can you reach Maven have a branch that ports Zipkin over to using Maven Would that help Its not fully functioning yet so itd take a bit more time to get it ready for release,0
mental note fix grammar below,0
Good idea Maybe make the 7 day window a command line flag,0
Portefeuille isnt capitalised elsewhere,0
some comments in the code would be appreciated,0
Is this a patch for this one,0
Couldnt this just as well be patched on the BitcoinQt side to avoid rebuilding boost If the problem is just the startup time then why does the version that doesnt care about startup time not work,0
Could you explain what your patch does or changes in comparison to the legacy code,0
I observed the same strange GUI freeze again under some special circumstances,0
What happened here I thought I saw this patch as a pull request before,0
I do a manual edit of the translation file with Qt Linguist so that no unfinished tags are present,0
IMHO you should take a look at 2991 and merge that before merging this pullrequest as that would be easier for translators,0
Its exactly the same in this case I have no preferenceif you have elifs you can only use if definedXXX as there is no elifdef,0
That string causes an error when trying to translate it on Transifex I guess because of the code tag,0
You could assert here,0
Will this commit be available in the staging tree,0
Very nice Can you add a comment above the static vars in checkpointscpp so we remember how to get them the next time we add a checkpoint,0
Why two at the same indentation,0
Is this a bugfix or new feature,0
See as part of which accomplishes the same thing in a slightly more versatile way,0
Some indentation issues here and below 4 spaces,0
I was wondering about that and tested with gcc before putting in a goofy return notreached GCC doesnt complain,0
Ill push a new commit to fix these and now Ive got Eclipse set to use spaces for tabs properly I hope,0
As I said just a feeling and Im no native english speaking person,0
There is also the operator to act like a logical OR operator joining together a number of conditions and requiring only one of them to be,0
What am I doing I read the exact same document Will update to use the operator,0
Not loving this If I get rid of the compile warnings then I get a dirty tree and I know sooner or later Ill accidentally commit,0
sipa ACK to that suggestion,0
Closing this issue as Im not sure its relevant if it is please reopen,0
I recently took a look at Boost 150 which was released a few days ago it seems they took a different approach to fix this,0
Yeah getting rid of the monkey patch is even better,0
10 potential performance improvement during bootstrapping or loadblock is not enough to justify the testing effort to make sure a change doesnt break anything in my opinion,0
ACK but needs rebase,0
It seems like that wasnt being used previously,0
TheBlueMatt It IS used when compiling BitcoinQt on Windows directly via the project file Even if this was not used by us it is beneficial to users trying to build from source as a clear indication for static Boost 149 libs,0
The substract fee from sent amount button is a nice idea They talked little about it,0
Nice ACK on the codeMay need testcases though there are currently no testcases for CDataStream with SERGETHASH at all,0
Closing as resolved,0
The problem is not a corrupted downloaded file thats easy In your case the database is corrupted despite several systems which try to prevent ever getting an inconsistent state on disk,0
Didnt have time to test it properly so far sorry Ill close it for now and I guess if someone else encounters this same problem upgrading we will be able to reopen it,0
I actually uncommented that line yesterday while testing something and I wasnt even aware we had a blockprint function until I saw it conveniently in the code I was looking at,0
A dev is free to close this when you want to keep it At least such a pull can lead to think again over certain parts in the code and thats also positive IMHO,0
Really I can be a fucking damn nitpicker but that indentation thing could have been fixed Im thinking about never doing anything coding style related in core if that is what you guys want then winwin,0
Mind that normal users dont have a clue what Qt is If you want to give it a name its the Satoshi client,0
ACK tested clean builds of both bitcoinqt and bitcoind individually with custom CXXFLAGS,0
Guess I didnt realize there were 2 spaces there Im getting old,0
Its just generally good to avoid changing a line that doesnt need to be,0
Can you call response reply to match the Rep type and keep the parameters in the same order of log,0
Just wondering what was the reasoning behind removing the pipelineFactory field,0
That could be the cause of the timeout exceptions Im now seeing with Finagle,0
code style space between colon when specifying a type,0
Opened pull request,0
I would like to see benchmarks against the normal MySQL driver as part of this effort For performance memory usage and CPU usage,0
Hey sgarg take a look at the recent changes to finagleredis mosesn recently added a bunch of set and list commands If you have additional commands to add please open a new pull request Thanks,0
Alright good to know Im working on getting us upgraded to whats current so probably at least one of these will pan out Thanks for the help,0
Doesnt seem related to this patch,0
Thanks a lot for the pull request It looks good all in all but we could make it even betterI would recomend to check if the buffer has an array,0
Ah yeah I think that would be better Ill update the patch,0
Ive updated the patch according to my last comment Im happy to update more if need be,0
This should be fixed,0
Glad to see youre contributing to the finagle community However I think that it would make more sense to keep feature separate for now Our team is very small and we unfortunately cannot afford to maintain every pull request with big new features that we receive I think that making this a separate library that integrates well with finagle is the best way forward,0
What confuses me about it being intermittent is that the manual HTTP request works every time,0
ThanksYikes this is an ugly bit of Synchronized in Scala might consider a more explicit approach too,0
I pulled this internally you will see your commit soon in this repo Thanks,0
We didnt implement the thrift transport in finagle but I remember reading on the mailinglist someone willing to do first,0
Could you add comments in a similar style to the other functions And could you also add some test cases in ClientSpecscala for the new commands,0
why not Nil,0
why do you need the empty check,0
use camelCase naming convention forceExpire,0
after that looks good please merge,0
It would be more scala idiomatic to use the apply methodcodecHttpLike,0
Need an explicit charset I suggest that we require UTF8 on both sides,0
When tuples arent natural use sequence the statements instead While correct it isnt obvious to the reader,0
Im not sure if we can assume that error codes and messages are in ASCII,0
Constants should start with UpperCase this is actually not only a matter of style but the pattern matching does not bind uppercase names so it allows you to match against constants,0
As suggested above better to enforce UTF8 both ways,0
That makes sense I agree it would need more work to be more robust and safe But if you dont think it is worth having we can scrap it and let the user explicitly build the queries,0
constants are Capitalized,0
Do I understand correctly that this conflates NULL and empty string by always translating empty string to None If a legitimate empty string were returned would it result in None and thus be indistinguishable from NULL That would not be a good thing,0
Blank string and SQL NULL should never be conflated,0
My goal is to make sure that the tests are deterministic Without adding some predictability to the rng the test will fail randomly which can be a frustrating experience,0
updated the code to make count an option and adapted the tests,0
I would change the type of count to int and change the default value to 1,0
consistent styling no whitespace between tokens,0
youre going to have to back out the README changes before I can merge perhaps put your README text in READMEmd,0
You have to use sbt to build finagle see the README at are used internally and are not compatible with the github repo,0
Thank you Im pulling this in internally should show up here soon,0
this is just a case of finagle being too verbose im landing a fix for this today or tomorrow,0
zhanggl this pull request is now up to date with the rest of finagle tested and should work properly I hope its useful to you,0
another thing that would help me with trying to reproduce this is approximate failure rate of requests latency of requests and request concurrency,0
have changed to your method the last one would have probably failed with nonenglish locales,0
yes theres only linux targets by now creating a new project should set the default paths and since its using makefiles its fairly easyjust updated it so it doesnt complain about so many errors in the latest version,0
oh sorry didnt saw it had to fix it because the core wasnt compiling for me this morning,0
hi what was the reason why you reverted the fix in ce9b22e038ca16b581a16722436327bef206cbdf with this commit,0
s1monw Any idea when 0 90 4 will be released Thanks,0
CORRECTION Please accept my apologies and disregard my previous comment I can confirm that issue has been fixed The problem was me indexing under a different index type than the one defined in the mapping Again thanks so much for the great support,0
Thanks for clarifying,0
You sure Http request parameter parsed is ignoreConflicts and defaults to true,0
FWIW this fix allowed me to import my data and I was able to search on the problematic fields without seeing any unexpected behavior during my searches so far,0
superseded by 2129,0
I have all we are going to have all the data change and drive in the data,0
pushed a fix for the null pointer exception it works well now Note because of the near real time search you will get a NOT FOUND response when you run it it will get after 1 second,0
I think I know what the problem is your segment might have no docs in that field I will try to write a test and come up with a patch,0
s1monw What s your take on this Do positions on numbers make sense,0
Can you also check the logs of the nodes and see if there was any error happening before you started to get this failures,0
pierrre OpenJDK 6 is available from the main ubuntu repository packages ubuntu com search suite default section all arch any searchon names keywords openjdk 6 jdk I have been using OpenJDK 7 and Oracle JDK 7 with ES for a few months now never had this issue,0
OK and sha1 links deployed,0
martijnvg That seems reasonable Done,0
docs updated doing pull request,0
I ll make those changes on other places as well but doing some perf tests over large number of shards shows hotspots when using iterator the foreach statement,0
I suspect a small bug in our upgrade process when replacing a deb with a new one but need to investigate first,0
closing this I think it was a misconfiguration In any case the zen discovery is much simpler,0
Potentially the same issue github com elasticsearch elasticsearch issues 2531 edited to point to correct bug id,0
Makes sense to me if the size parameter is all it takes to return the first results of the match all query then maybe MYINDEX search is enough and makes a nice default endpoint,0
pushed to 0 90 master,0
I noticed it was still working but I was thinking it should handle this situation a bit more gracefully and not log a stack trace Either way it sounds like this will go away in the next version when snappy is removed,0
I ll take a look again soon,0
Sounds good closing,0
fixed by commit 11bf7a8b1a7ec88e4d38ee69c8b5c577001fb68d,0
Thanks will do next timeSorry a bit rush,0
Allow bin plugin to install plugins from the local filesystem custom url closed by 26c5f6c48241fddfc8e50f46b27d7aaf62aa3708,0
See also 1819,0
mal thanks This is really interesting It looks like you are hitting 2609 except it was supposed to be fixed in 0 20 5,0
Create mapping now will automatically create the indices by default see 12,0
so thinking about it a bit more we don t really support different cases in other places so maybe it makes sense to stay consistent instead of just supporting it here,0
patch updated accordingly,0
Thanks for opening this do you feel like attaching a pullrequest I d be happy to help you sketching out the functionality here,0
Yea the idea is to not having to repeat it for each script since the typical use case is to use similar scripts with same parameters based on different filters,0
Hi abelldh I m not following your description of the problem Could you provide more information as to what you are doing and what incorrect results you are seeing thanks,0
1 it would be super useful to have this feature for distributed search,0
Maybe add a h option no need to document it in the displayHelp method as this is known from many unix commands,0
Added a more verbose message to the illegal argument exception in case the date format cannot be parsed the format is now put into the message,0
This sort works correctly if all index type combinations have num mapped as integer,0
pushed here is the hash cabbf7805b4fdc9342970e4e4b9f873436c9615c,0
gsf cool thanks Will push an enhancement so it will warn in this case that multicast discovery is disable but still startup,0
closing this pull request Will create a clean one with additional support for fedora and opensuse,0
Yes I was expecting the term which is stored in the index I misunderstood the token for term in the analyze results As an IP is stored as integer I had expected to see this integer,0
I can give it a try it can be interesting experiment,0
Ah my bad I do realize now that my production single node is 0 18 7 I was testing clustering but using 0 19 Sorry for the confusion,0
kimchy So when you build ES distribution is it fine for you to add Pes release in your mvn command line What is the mvn command you use to build distribution,0
Sorry for the duplicate ticket I m pulling back the mappings now and just testing to see if the item exists in each index Cheers,0
pushed a fix can you test it,0
Great thanks a lot,0
take that back turns out health status checks are now available i was able to fix by making a request cluster health MYINDEXNAME wait for status yellow,0
Thanks for fixing that,0
Just a naive question Why do we need to support many different formats for naming options I thought that this kind of test was only here because of deprecated naming Did I miss something here,0
If some of you are interested in the way it is done in Solr I described it in a blog post fulmicoton com posts grouping in solr,0
i can use this hot feature in my client great,0
I think First would be a bad default for this function score it made sense when we did it in the custom filters score I think Multiply would make more sense,0
Forgot to reply wrt 0 90 2 Actually even on 0 90 0 I could no longer reproduce the exception from the facet query The query now works without such exception even though data are still mixed with string and float values I will keep investigating and provide more feedbacks if possible Thanks Wei,0
For what it s worth the multiple index single shard approach is working for us Our application has a new index per week of data anyway so it s not actually too painful for our current usage,0
From what I understand it was a glitch in amazon failing on one of the APIs can you give it another go,0
That is what I get for not searching before filing an issue,0
Yea it was intentional just trying to make the reproduce script as small as possible Thanks for the fix,0
Adrian we are trying to find a few more ES engineers to work on the metrics team so that hopefully we can begin to tackle some of these feature improvements ourselves and contribute back as more than just users That said I ll ping a few people and see what their thoughts are on this issue,0
Both are certainly better that IOException I d vote for IllegalArgumentException Should I use ElasticSearchIllegalArgumentException or are these somehow reserved for real es stuff,0
Are you still having these problems with current versions of the debian package If so can you provide more information If not please close this issue Thanks,0
this is above my head is 4 a valid timestamp or not It could be relative to 01 01 1970 in millis,0
Here you go gist github com polyfractal 4997040Just realized that the C1 client node was not configured in Ansible so I didn t collect nodes local stats for that node do you want me to redo it and collect stats from that node as well,0
Can you gist the full stack trace of the failure that you get,0
synhershko Rather move the timeout conversation to issue 3129,0
Just committed a fix I hope for the snapshot delete index thingy,0
vhyza thanks for verifying I will pull this in soon,0
And would it be allowed to have two indices with the same alias Index A and B both having alias C,0
Would love to see this too,0
kimchy Agreed I have to investigate with extra test code and variations of JVM parameters Maybe Mac OS X JVM specific,0
ok rebased into single commit and force pushed Hope this is what you meant,0
The execute method is not abstract and so the Command class is not abstract either because you can use this class,0
I ll push this change since its correct but would like to understand what you are trying to solve specifically just in case I missed something,0
It s backward compatible no breaking I think,0
I checked ElasticSearch 0 19 11 and still see this issue Any thoughts,0
Cam you squash the commits into a single one simpler to apply,0
Closing this issue then Not an elasticsearch issue Still important to keep in mind that running security hardening tools might be an issue in order to get elasticsearch up and running Thanks a lot for your patience and ongoing information delivery,0
The same thing for v0 19 6,0
What s the added value of having such a json response over the current 200 status,0
All right Thank you again for this I m testing it right now,0
vbichkovsky it should work can you provide an example,0
pecke01 any reason why you reopend it,0
In more thing I discovered curl XGET localhost 9200 cluster settings Returns the following persistent transient cluster blocks read only false But I would expect persistent transient cluster blocks read only false Is it somehow possible that the type boolean instead of a string is returned,0
looks good we currently fixed using a default boost 1 0 for the matchall queries and will remove when updating to next version,0
I believe this is a bug in Lucene I need to find the bug and once I do will post it here There is another issue in ES issues that talks about it and references the Lucene bug,0
gromgull is it the same stacktrace as above,0
Ubuntu something and initialized a node from code using the Java lib,0
Implemented and will be available in upcoming 0 20 using the ignore indices parameter,0
Added two commits change wildcard parameter name to regex and integration test,0
1Any suggestion how to solve it until its not implemented,0
rmoriz thanks,0
Hey Can t find Regex Query Filter in 0 20 1 Do you have any plans regarding this Best regards,0
1 At the moment this one works for me github com geronime es reindex Implemented in Ruby it has nice progress status with ETA and Ctrl C,0
Cool thanks,0
I wrote a synonym token filter that reloads the synonyms file at given intervals from disk that you can use as a temporary solution until we can use the resource watcher in general github com lindstromhenrik elasticsearch analysis file watcher synonym,0
Lucene 3 6 is ready,0
No the arithmetic failure only shows when asking from node stats for all the instances When I used the local variant none of the nodes raised an exception but the faulty node returned invalid values for the filter caches,0
140 char per line convention I personally don t mind much but that is what we agreed,0
1 encountered it too,0
referenced the wrong issue reopening sorry,0
See issues apache org jira browse LUCENE 5170,0
44 additions and 70 deletions I like it 1,0
worked on it a bit more and opened 1177 this should solve it you can verify on master or 0 17 branch if you want,0
Closing I think we fixed all the places,0
whats wrong with that its intentional,0
The next version 0 20 will have a better log message in this case so it will be simpler to figure this out,0
Did you mean to spell that monitory jvm enable last gc or should it be monitor jvm enable last gc,0
chrismale didn t think about that for me match does not mean not being scored specifically also the fact that its a query Open for better names,0
Just to complete the picture it works well for day level interval just not minute level and probably hour as well,0
for scheduling settings we use interval in all other places maybe we can do it here as well so it will be cluster info update interval,0
The following patch closes the issue github com stephane bastian elasticsearch commit 31f5133fadcd195e824bb1cd07807f7cb298f879,0
Please could you provide the docs for the usage of terms so that I can add it to ElasticSearch pmthanksclint,0
Could you post somewhere all log files since cluster restart from all nodes and your configuration You can send me a link via IRC or email if you don t want to post them here,0
kroepke Thanks for the numbers That is still quite a good performance considering it has to scan all the matching documents and aggregate the counts,0
It happens because we change a bit the logic in our settings behavior to have empty strings represent no value set for other reasons We can fix it in the pattern replace one easily,0
davrock no its a 0 90 feature only,0
That might be a duplicate of 2808,0
When is the approximate anticipated release of 0 90 4 we plan on a release early next week,0
Too much magic can be bad Decision made to specify geo points manually,0
I just wrote a Hunspell plugin,0
Great What about second functionality strong and weak filters,0
See 2728,0
Confirming that we see this issue even with 0 90 2 Are there any known work arounds,0
Also would be interseting to see an export of all env vars,0
Ok guys look like I was doing my tests wrong and this issue convinced me there were an issue As my gist show it there is no bug in ES about this Maybe we can close this as the issue is 1 yo,0
I think we shouldn t assume that the payloads are UTF 8 strings Maybe it should rather be base64 encoded,0
You are right amazing it worked at all Closing the issue,0
Thanks It will be helpful for others So I close the issue,0
Sorry for the noise I m wrestling with git squashing and finally did remove the branch A cleaned version is here github,0
I finally had time to fix this issue today day after a holiday is slow around here and you already fixed it,0
The fix is easy but will the current tests simulate the serialization deserialization of the index settings Most tests skip this step,0
Heya thanks for the effort We are deep into the lucene 4 upgrade once its done we are going to go over this pull request,0
This does not really help can you recreate it in a simple test case,0
lucabelluccini can you show me all the commands including the wget to download the archive,0
I think there is no reason that template has to be lowercase I will jsut fix the message to say it relates to name,0
I see thank you for the clarification,0
Same issue here any fix or workaround,0
Thanks Robert Changes pushed and released a new version of the elasticsearch analysis icu plugin,0
What do you mean volatile variable can t be written to which version does it fail on,0
Thanks for the update,0
I answered it on the mailing list closing this issue If there is a problem we can open a specific one,0
single line instead of 2 lines,0
Right just pushed a fix,0
After testing this in the 0 20 1 release it works as expected,0
This looks ready Can you squash your commits and add Closes 3202 at the end of the commit message,0
kimchy I think you assume everyone uses some kind of IDE like Eclipse or InteliJ There are still Emacs vi etc users out there If there is a problem with setting up an on line javadoc it would be nice to have at least a maven target to generate it locally,0
Thanks Simon Sorry about the mix up regarding whether or not this was backwards incompatible,0
Our setup does automatic mapping updates so from my perspective all I did was update from 0 90 1 to 0 90 3,0
I started seeing exceptions I ll be more careful before filing issues in the future,0
Closed by github com elasticsearch elasticsearch commit 91de48d2d396ca0868b7d0f6a6e8b2c5265793b9,0
Are you sure this is the good fix We are already in a zen section and we added a ping section Correct me if I m wrong,0
Fix confirmed And thanks for the note about the timeout,0
Would you support having an alias for ObjectId ala asdsdsadsa,0
Hi Guilhem I see that you referenced a SERVER ticket which is great Have you also signed our contributor s agreement There s a link in CONTRIBUTING rst in the root of the repository Also how much does this overlap with other tickets such as jira mongodb org browse SERVER 10190,0
Create new pull request 251,0
For me it works perfectAnd it fixed my initial issue jira mongodb org browse SERVER 5845,0
Created and linked a SERVER ticket so we can start tracking this,0
Hi IanWhalen agreement is signed,0
primary isn t helpful here since todo size 1 implies the collection must be sharded and have a manager,0
Is it enough and normal,0
The math is wrong here If delayEnd delayBegin 1 we get rand 1 which will always be zero I think we want 1 delayEnd delayBegin,0
xmcc Can you make the changes that Eric suggested I think these are the only obstacles we are aware of to getting your change included,0
To clarify a simple jstest like those found in the jstests directory would suffice,0
Also I don t think this works with multiple machines or discover,0
Hi Azat can you please sign the Contributor Agreement,0
this make it much clear,0
Hi Michael Thanks for contributing to MongoDB The fellow who needs to review your pull request Mathias is out of the office this week but I will make sure he sees this as soon as possible,0
milkie helped out a ton with this we worked on it during HackNY this weekend,0
I just changed the contents of this pull request slightly Somehow managed to fudge up a one line fix,0
I m running into this locally Can this be applied to v2 4,0
Call this QLockTimingWrapper class instead,0
Yes thanks I forgot that hasDollar is a pointer,0
Hi azat in order to consider this we need you to open up a ticket,0
New pull request is 474,0
Hello Thanks for looking at my pull request Actually I don t want to complete the Contributor Agreement form So I suggest you reject this request and fix yourself it is a small patch,0
It sounds like either method will work right now but there are some reasons to avoid using boost shared ptr,0
erh I haven t tried multiple machine yet I ll get it a try and see what parts are left and yes a test case would be good to have Thanks for your comments,0
Once you ve rebased you can use our linter to verify your code style python buildscripts lint py file Also note that tools files cpp was moved to src mongo tools files cpp some time ago,0
Thanks again for the pull request We fixed this with a very similar approach You can view more details on the fix in JIRA jira mongodb org browse SERVER 6008,0
It s a bit of a microoptimization since there s nobody to spuriously wake up when X n is 0 but it would not be incorrect semantically,0
It have been obsolute So I ll post new pull request,0
leave this assert in and change e n to count,0
Replaced by github com mongodb mongo pull 114,0
i agree if you are sure notify one is fast with no waiters,0
nitpick style long line 100 chars max,0
You should test the length of some real fields as well such as the text field in the articles,0
Hi IanWhalen done jira mongodb org browse SERVER 7750,0
It would be nice for the history to contain a literal transcription of what the user typed,0
However that might prove to be a behavior change in some other cases that I haven t considered,0
Hey I signed the agreement Now you can merge the changes,0
I will reissue all my pull requests rebased to try to prevent this piling on effect,0
Closing this old pull request as the SERVER ticket was resolved,0
Thanks we re in non critical code freeze for 2 3 1 right now but I ll merge this in when the freeze is lifted,0
I can only see this in master no other branches,0
I just re submitted the agreement,0
Hi Alexis I tested this and see that the default awk on redhat 5 7 and 6 2 don t accept s as a whitespace character It looks good to me otherwise though What do you think about using blank instead,0
Hi Michael Thank you for the pull request I see that you have signed the contributor s agreement and there is already a SERVER ticket I will get someone to review your changes as soon as possible,0
I think this pull request is now ready to be merged,0
redmeadowman thanks for opening up this pull request Before we can take a look to consider merging this we ll need you to sign the contributor agreement at www 10gen com contributor,0
Closing as duplicate of SERVER 4161 These tests were merged,0
Ah thanks for the info,0
sure UnitTest is something that runs at every server startup so they must very light and fast real tests should go in dbtests test binary or jstests if applicable running tests v good idea see smoke page on wiki,0
Thanks IanWhalen I ve signed the Contributor Agreement,0
Why is this not merged And or code reviewed I ld love to see this integrated,0
stoll doesn t exist in Visual Studio 2008 I m installing the windows 7 SDK to see if that will rectify it but perhaps even being dirty and calling atol would be better than causing build problems,0
Can you switch the C style casts to C style Just for the lines you modified you can leave the others,0
ah i see thank you,0
I have updated the JIRA ticket with the updated unclean patch with which the smoketest passes on Ubuntu ARMv7,0
Yeah either that or fix the message,0
Hi I ve added a test case for this issue So is it possible to merge this fix,0
Note that dump cpp has the same code see SERVER 1833If we change it in export cpp we should make the same change in dump cpp,0
barretod you can follow the status of this particular feature in our official feature tracking system,0
syntion yeah you right I haven t tried to build it with use sasl client and ssl and decided to not remove these files in case someone added them on purpose,0
I ve merged your commit into this pull request please take a look It seems working even better Thank you,0
Sorry about that The new things are just so shiny,0
Couple of notes we re not going to change the type from number to string names should be consistent between dbstats collstats keeping commit log clean is important,0
No plans to merge the auth part atleast to v2 0,0
I will make a new pull request then,0
102 is a bit better,0
Ping Tim I still need these issues fixed before we can proceed,0
Weird Other tests call it and it worked on my machine I ll look into it,0
Test doesnt pass because documentEq isnt defined,0
Reply to this email directly or view it on GitHub github,0
Thanks for your comment I chose trim as it is used in e redis but renaming it is simple,0
Ok I understand Thanks for the feedback,0
It isnt LogMessageFatal calls abort which should stop the server,0
Did you see different behavior in practice,0
Verify stops the server if the condition is false and prints out a stack trace other info,0
miketheman I remember that I comment here,0
In general I would prefer patches on top of current master it is hard to read diffs,0
Not sure how easy githb makes this,0
I would still like to do it just not very high on my to do list anymore,0
If you prefer I can make changes on my end and update the pull request just tell me,0
Sorry for the delay getting back to you Two minor nits then I would be happy to merge,0
Have you completed the contributor agreement,0
Why did you add the copy and assignment ops I think those are the same as the automatically generated ones,0
see abovecould make LOG if performance was the concern,0
added this commit to avoid using eval,0
I couldnt find any references for updating If thats included in what you have done some portion of that is still relevant after renaming,0
Could that syncing process be updated to ensure that the changes made here are incorporated,0
I will try to have a look at it,0
You might lose files because fsync on a file doesnt quarantine that the file is visible in directory,0
you are right was only backported for mongostat not mongotop,0
Closing for now as discussed via email,0
Closing so that I can create three separate pull requests,0
Also we should put in a link to the new documentation site and a mention of the mongo users google group,0
I agree Just added to remove the non determinism,0
That would work,0
Eliot I decided that your way would be better in any case see previous commit,0
Merged in c0e30cdd5623,0
Writing tests to cover all export options imo should be another issue,0
The pull request of RexMorgan is clean and simple it cannot introduce any bug and could be very usefull,0
Please merge it soon,0
Dont think this is something we want to do,0
Too high a risk of having bizarre errors,0
Thanks Justin I see the updated contributors agreement Looks good now,0
When will this get integrated Any feedback,0
probably should have clarified the commit message first not the end of the world merged,0
Don t you think 454 can be a better way for upstart I m really open for suggestions,0
You are correct sir,0
I m going to take another look at this,0
Damn Im glad Im not as stupid as the guy who wrote this,0
It just wont create the file,0
This also gets called if the size is not greater than 0,0
Merged in 23f8257fa Thank you for contributing to MongoDB Xiuming,0
hiis it works well,0
Hi Abhijit can you fix the indent and tab issues noted above,0
Hi I already did it yesterday,0
Drew is getting ahead of himself cbegin and cend are C 11 names begin and end are fine,0
Took me a bit but I got the hang of squashing things That change should address all the comments,0
forget it bsonobj getField whatever numberDouble did the trick got another mistake in code just ignore my input,0
I have signed it,0
what if somebody substitutes an alternate DbSelect implementation that isnt compatible with this Alternately modify the DbSelect adapter,0
Hi azat could you open a ticket in the MongoDB JIRA with a link to this pull request Thanks,0
please merge,0
should be return LOG INFO,0
This is released in 20,0
This log message made my entire evening during which I was harshly awoken and summoned to fix things,0
You are a hero nay a champion I salute you,0
what happened here,0
We have been waiting for a long time for something like this for solving SERVER 991,0
What release version can we expect on this one,0
Thanks guys Looks great,0
DiskLoc is no bigger than a pointer so probably fine to pass by value,0
In fact i once had a bug in the btree code due to an alias of a DiskLoc s value being modified during recursion,0
Hi I have created a JIRA for this,0
I had changed it several times and never fixed yet Currently 5 or 30 seconds is fitting on our system,0
Mind if I leave the SERVER ticket open and assigned to you but close this pull request Feel free to reopen when you have something for us to review,0
This is probably asking to move the moon but is it possible to move away from scons as to be able to build this without mods from master,0
cxmcc I see your updated contributors agreement it looks good Thanks,0
first commit on the server yeah satisfied,0
Hi miketheman Ok I will update my patch during upcoming week and afterwards I will open a new ticket in JIRA Thanks for your time Tomas,0
Well original CHECK is not fatal Do you really think this should be changed And I m not familiar with MongoDB s codebase what does verify do,0
You have stopped adding the edit command to the shell history,0
Missing a space between if expression,0
ok but the arabic is also simple even it is appearing complex arabic language accepts the stemming and mongodb is fully unicode so i dont see why it was not included,0
Wow I really need these cool patches,0
Yeah I can do that some time later today or tomorrow,0
Hi Alexis Please see my comment about the contributor agreement,0
Thank you for contributing,0
We could drop the R since it wouldnt be necessary when we actually create the dirs Or simply check if the directory exists before calling mkdir chown,0
Thank you At first glance these look like good changes We will do some further review and testing,0
I created a mongodb JIRA issue for the projection support in bsondump so we will see what happens,0
I just did,0
I tested releaseConnectionsAfterResponse option and it looks good And you d better add a setParameter option to set it dynamically,0
Azat The feature request needs to be fully considered and fit into the overall dev cycle before that s necessary,0
Sorry ronelliott please clarify your request What would you like,0
Looks like the finishCode call was removed I have added it and verified that multiline editing works as intended Apologies for not catching this earlier,0
Thanks for the feedback I updated the request and signed the contributor agreement,0
Hi Matt Thank you for reply I have signed the agreement,0
right will take it out,0
erh I think it would be better to have a look at the test cases I have written The commit message isn t very good I ll certainly agree to that,0
Hi Matt Yes I signed it and confirmed Thanks for looking at this so soon,0
If delayEnd delayBegin this should either be an error or should be compressed into delay,0
Bah this was a one line change I m not sure why it pulls in 53 other changes,0
andy10gen When you get a chance this will re introduce multi line editing I had previously removed the code and not noticed it in the diff,0
hlobil my apologies for closing this without further details this particular pull request was closed while the submitter reworks some of it and then resubmits,0
No code changes have been made,0
Okay but what is the proper way of concatenating an int to a string in the mongo codebase,0
I would highly recommend squashing these commits when you do the merge I didnt do it myself because I wasnt sure how GitHub review system would handle it since we have comments associated with the specific commits,0
that is an accident will remove,0
andy pulled it into 2 0 5 today,0
i will write a comment to mention that this is intentional,0
